"LGA","lambda_mean","lambda_median","lambda_lower_95","lambda_upper_95","z_mean","z_median","z_lower_95","z_upper_95","pi_mean","pi_median","pi_lower_95","pi_upper_95","MMR_mean","MMR_median","MMR_lower_95","MMR_upper_95","corr_mean","corr_median","corr_lower_95","corr_upper_95"
"Birnin_Gwari",39.065294419951,32.797073334225,19.9210175616389,97.1200604402239,26.652610783882,26.3031100174957,17.5407618665358,37.7340198139768,0.78128765549948,0.839493439874676,0.278814003737563,0.994150351774841,1023.99199003803,859.687374422674,522.176082873889,2545.74208231255,1.46933938536648,1.19119453768537,1.00588406795286,3.58662043132738
"Chikun",31.6897143691044,24.195628454714,13.4382028922044,98.0516338456872,18.7892009382875,18.4596046551933,11.334990822394,28.1299449607778,0.74187416986821,0.808744567191238,0.185187577079861,0.991648266050215,309.439648170144,236.262361631813,131.219635701634,957.441986580287,1.71754688322617,1.23648434940712,1.00842207286167,5.39993025327107
"Giwa",46.6232458012367,43.8993289640878,29.9843856715973,80.8022599076413,38.8392680996588,38.4816983245481,27.575336207933,52.0594307664617,0.863962356128426,0.908897365241057,0.496092528747263,0.995583983338423,1915.49900580266,1803.58787855743,1231.89752142963,3319.73130269685,1.2014737848285,1.1002342379278,1.00443560436436,2.01575299400788
"Igabi",78.2073398332543,72.9284543592051,52.9157674598237,138.228104750742,62.6504525542207,62.3190109341013,48.0154304255302,79.1947344557327,0.836857967435917,0.876062514835009,0.459056377210797,0.99208773532583,957.25018155758,892.637140259549,647.683812237744,1691.89846696135,1.24960166844238,1.14147105151318,1.00797536789584,2.17838167521646
"Ikara",61.2015193044375,56.6701713304505,39.6339874218699,111.799698461054,48.5258373276511,48.1892275529668,35.7276499836259,63.1872310352619,0.83373461229454,0.873990749715885,0.445227639577832,0.992507354861901,944.03083918614,874.134988900979,611.352574762763,1724.50560637135,1.26236424697161,1.14417686952299,1.00754920867981,2.24604204930174
"Jaba",48.6039220227768,43.1526277126137,28.9543856690692,105.13593825564,37.0084342790858,36.6681913624882,26.0446634832292,49.8550494949897,0.829158312711416,0.880925341352963,0.353147360707346,0.992622649310956,1397.86948584345,1241.0879411163,832.740456401184,3023.75433579637,1.31611324214295,1.13516997759089,1.00743218049091,2.83167909890304
"Jemaa",17.9986780469618,14.3229188587706,7.37570351491337,54.5826841038162,12.2563408862327,11.9315968567665,6.5386992750223,19.8388152939402,0.816674513801193,0.914517676473174,0.219093917794553,0.998504914334046,412.908420439592,328.582676273701,169.206320599068,1252.183622478,1.49356807080478,1.09347257655924,1.00149732429405,4.56425267354515
"Kachia",36.3171949764723,33.0521008841454,20.9384309424925,73.0094542827785,27.7565798112901,27.4366030127961,18.4712621037392,38.9176140362772,0.816364897727821,0.861838224526006,0.389425253182997,0.9918505957838,1094.22099959242,995.845160715438,630.865650572234,2199.74252132505,1.31188555117133,1.1603105682045,1.00821636267684,2.56788688422373
"Kaduna_North",21.9679238767907,18.5925902626787,10.3195502156212,56.0601953778929,15.5749091217608,15.2354958103488,8.9469781307861,24.0841552041108,0.806910855015586,0.865216644607747,0.274606463268829,0.991039951362503,694.528102332934,587.815057308842,326.258305900131,1772.37418203898,1.42582467874327,1.15577989193041,1.00904105694749,3.6415748853699
"Kaduna_South",85.7270513861207,76.3419815705417,55.7507143700043,178.896577151498,66.8192480254901,66.4774237193227,51.5888338683009,84.0495630346942,0.841663483652355,0.900019944673263,0.377477809336057,0.995459030094249,2059.26138328419,1833.821320455,1339.1956370407,4297.2994751741,1.28382099470451,1.11108648860373,1.00456168437724,2.64916235097571
