"LGA","lambda_mean","lambda_median","lambda_lower_95","lambda_upper_95","z_mean","z_median","z_lower_95","z_upper_95","pi_mean","pi_median","pi_lower_95","pi_upper_95","MMR_mean","MMR_median","MMR_lower_95","MMR_upper_95","corr_mean","corr_median","corr_lower_95","corr_upper_95"
"Birnin_Gwari",48.3549987343022,46.2085906792848,32.9948624518218,76.3834767312966,43.4512941448474,43.1110646276467,31.4353994060201,57.3841685889134,0.922313551404078,0.961981730049166,0.591071155662584,0.99859338344554,1267.49669028315,1211.23435594456,864.871886024163,2002.18811877579,1.1133687816602,1.03952078169811,1.0014085979116,1.69184368764118
"Chikun",25.4726783275851,21.2093854915052,12.4556849903807,65.1513837554714,18.7347218845842,18.4075703856172,11.2822433129085,28.04239274779,0.849124292603964,0.914717083420071,0.290151880237947,0.995415948035823,248.732334025829,207.102680319355,121.625671227231,636.181854852763,1.37045376994954,1.09323420118175,1.00460516226733,3.44647085931357
"Giwa",43.6490535965957,41.7064490927658,29.3935897985527,69.3023589742478,39.4088961107365,39.0608944306749,28.1237611589736,52.6951809388963,0.926534224492867,0.966339483317307,0.599191945223526,0.998810746148984,1793.30540659801,1713.49421087781,1207.62488901203,2847.26207782448,1.10783135233596,1.03483301392937,1.00119066985974,1.6689142905972
"Igabi",68.6212455846671,65.4167038603424,49.5942981031997,105.35827547518,62.5839729391895,62.2352849760631,48.0327759978971,79.1809078966354,0.938567131903688,0.978133384692394,0.60635260618681,0.999396614651047,839.917326617712,800.694049698194,607.029352548344,1289.5749752164,1.09681647922359,1.02235545340762,1.00060374964264,1.64920541255907
"Ikara",254.773070020107,211.579419493883,144.339765471955,618.131273729182,152.684794596251,152.268787037945,128.934571544948,178.644331814509,0.696925600447444,0.723844621386734,0.246769294493662,0.988787726255699,3929.8637979347,3263.60357078332,2226.43475970932,9534.64867698877,1.66985238032928,1.3815119577517,1.01133941436243,4.05236803108014
"Jaba",111.381660862487,61.6078650954325,32.3020481573406,490.351904954071,37.3193810706508,36.9774540589101,26.2310002737091,50.2918793906466,0.585384903230782,0.60893667657183,0.0759804629359268,0.984138757414168,3203.38397648799,1771.86842379731,929.020654510804,14102.7295068758,3.00436669644577,1.64220688042291,1.01611687627012,13.1612780623701
"Jemaa",15.8648548328762,13.818088617399,7.32688271952618,37.2427507677204,12.5368008775279,12.205990132161,6.70075830528366,20.1882415987161,0.87311128686029,0.932997042623767,0.340192140519188,0.996836864787,363.956293481904,317.001344744184,168.086320704891,854.387491803634,1.27522603855612,1.0718147585848,1.00317317238632,2.93951529414382
"Kachia",31.3475368547897,29.7465274883162,19.6708344175809,51.8111268841807,27.8690443337223,27.5283885362968,18.589409002325,39.0098095964905,0.916418607676361,0.959225387516856,0.566159191689835,0.998442934517103,944.487401470012,896.249698352402,592.673528700842,1561.04630563967,1.12651214342126,1.04250785374719,1.00155949371674,1.76628767086658
"Kaduna_North",19.7636188064074,16.9825360347877,9.58581321131769,44.5433897635899,15.557937425783,15.2285092981905,8.90022149339893,24.0218070542901,0.883838789746128,0.944878609568487,0.354974806353249,0.997752164832996,624.837774467512,536.912299550669,303.060803392908,1408.26398240879,1.27594853379968,1.05833700739264,1.00225289931336,2.81710133255528
"Kaduna_South",154.232121925975,137.701226382118,107.645340227985,311.837202285252,120.256575407724,119.917163245702,99.4700677535163,142.976461909155,0.839841718256256,0.886454091053077,0.38892208981512,0.993468132274181,3704.83117765973,3307.74024458608,2585.76363747262,7490.6846573445,1.28308418317079,1.12809000499088,1.00657481353817,2.57120906106708
